Booking_ID,Booking_Date,Check_in_Date,Check_out_Date,Room_Type,Rate_Plan,Booked_Rate,Number_of_Nights,Number_of_Guests,Booking_Channel,Cancellation_Status,Revenue_Generated
BKG05698,2024-12-31,2025-11-21,2025-11-23,Deluxe,Early Bird (> 30 days),1324929.79,2,3,Walk-in,Confirmed,2649859.58
BKG05699,2024-12-31,2025-11-22,2025-11-24,Standard,Early Bird (> 30 days) + Member,1124493.78,2,1,Direct,Confirmed,2248987.56
BKG05700,2024-12-31,2025-11-22,2025-11-25,Standard,Early Bird (> 30 days),1230687.12,3,3,Website,Confirmed,3692061.3600000003
BKG05701,2024-12-31,2025-11-22,2025-11-25,Standard,Early Bird (> 30 days),1147656.79,3,3,OTA,Confirmed,3442970.37
BKG05702,2024-12-31,2025-11-22,2025-11-24,Standard,Early Bird (> 30 days),1213972.57,2,1,Direct,Confirmed,2427945.14
BKG05703,2024-12-31,2025-11-22,2025-11-26,Standard,Early Bird (> 30 days),1226168.09,4,3,Direct,Confirmed,4904672.36
BKG05704,2024-12-31,2025-11-22,2025-11-26,Standard,Early Bird (> 30 days),1200119.95,4,3,Website,Cancelled,0.0
BKG05705,2024-12-31,2025-11-22,2025-11-25,Standard,Early Bird (> 30 days),1164486.03,3,2,Walk-in,Confirmed,3493458.09
BKG05706,2024-12-31,2025-11-22,2025-11-23,Standard,Early Bird (> 30 days) + Member,1104752.47,1,1,Direct,Confirmed,1104752.47
BKG05707,2024-12-31,2025-11-22,2025-11-26,Standard,Early Bird (> 30 days),1169282.4,4,1,Direct,Confirmed,4677129.6
BKG05708,2024-12-31,2025-11-22,2025-11-27,Standard,Early Bird (> 30 days) + Member,1108601.31,5,2,Direct,Confirmed,5543006.550000001
BKG05709,2024-12-31,2025-11-22,2025-11-26,Standard,Early Bird (> 30 days),1153608.04,4,1,OTA,Confirmed,4614432.16
BKG05710,2024-12-31,2025-11-22,2025-11-23,Standard,Early Bird (> 30 days),1204703.67,1,1,Direct,Confirmed,1204703.67
BKG05711,2024-12-31,2025-11-22,2025-11-27,Standard,Early Bird (> 30 days),1181157.37,5,2,Website,Cancelled,0.0
BKG05712,2024-12-31,2025-11-22,2025-11-26,Standard,Early Bird (> 30 days),1217105.96,4,2,OTA,Confirmed,4868423.84
BKG05713,2024-12-31,2025-11-22,2025-11-26,Deluxe,Early Bird (> 30 days),1294650.06,4,3,Direct,Confirmed,5178600.24
BKG05714,2024-12-31,2025-11-22,2025-11-27,Deluxe,Early Bird (> 30 days),1374963.58,5,1,Direct,Confirmed,6874817.9
BKG05715,2024-12-31,2025-11-22,2025-11-24,Deluxe,Early Bird (> 30 days),1310774.09,2,3,OTA,Confirmed,2621548.18
BKG05716,2024-12-31,2025-11-22,2025-11-26,Deluxe,Early Bird (> 30 days) + Member,1204537.14,4,2,Website,Confirmed,4818148.56
BKG05717,2024-12-31,2025-11-22,2025-11-25,Deluxe,Early Bird (> 30 days),1388284.99,3,3,Website,Confirmed,4164854.9699999997
BKG05718,2024-12-31,2025-11-22,2025-11-23,Deluxe,Early Bird (> 30 days),1282995.11,1,2,OTA,Confirmed,1282995.11
BKG05719,2024-12-31,2025-11-22,2025-11-28,Deluxe,Early Bird (> 30 days),1413862.75,6,1,Walk-in,Confirmed,8483176.5
BKG05720,2024-12-31,2025-11-22,2025-11-28,Suite,Early Bird (> 30 days),2166786.54,6,2,OTA,Cancelled,0.0
BKG05721,2024-12-31,2025-11-22,2025-11-27,Suite,Early Bird (> 30 days),2056994.27,5,1,OTA,Confirmed,10284971.35
BKG05722,2024-12-31,2025-11-23,2025-11-25,Standard,Early Bird (> 30 days),1209162.86,2,2,Walk-in,Confirmed,2418325.72
BKG05723,2024-12-31,2025-11-23,2025-11-28,Standard,Early Bird (> 30 days),1214416.12,5,2,Direct,Confirmed,6072080.600000001
BKG05724,2024-12-31,2025-11-23,2025-11-24,Standard,Early Bird (> 30 days),1233078.66,1,3,Website,Confirmed,1233078.66
BKG05725,2024-12-31,2025-11-23,2025-11-27,Standard,Early Bird (> 30 days),1134831.99,4,1,Direct,Confirmed,4539327.96
BKG05726,2024-12-31,2025-11-23,2025-11-26,Standard,Early Bird (> 30 days) + Member,1104479.1,3,1,OTA,Confirmed,3313437.3000000003
BKG05727,2024-12-31,2025-11-23,2025-11-25,Standard,Early Bird (> 30 days),1169392.15,2,1,Direct,Confirmed,2338784.3
BKG05728,2024-12-31,2025-11-23,2025-11-28,Standard,Early Bird (> 30 days),1191899.44,5,2,Website,Confirmed,5959497.199999999
BKG05729,2024-12-31,2025-11-23,2025-11-26,Standard,Early Bird (> 30 days),1160271.86,3,1,OTA,Confirmed,3480815.58
BKG05730,2024-12-31,2025-11-23,2025-11-27,Deluxe,Early Bird (> 30 days),1339184.57,4,1,Direct,Confirmed,5356738.28
BKG05731,2024-12-31,2025-11-23,2025-11-26,Deluxe,Early Bird (> 30 days) + Member,1221423.88,3,3,Website,Confirmed,3664271.6399999997
BKG05732,2024-12-31,2025-11-23,2025-11-26,Deluxe,Early Bird (> 30 days),1378079.58,3,2,Direct,Confirmed,4134238.74
BKG05733,2024-12-31,2025-11-23,2025-11-24,Deluxe,Early Bird (> 30 days),1285689.16,1,3,Website,Confirmed,1285689.16
BKG05734,2024-12-31,2025-11-23,2025-11-25,Deluxe,Early Bird (> 30 days) + Member,1258369.57,2,2,Website,Cancelled,0.0
BKG05735,2024-12-31,2025-11-23,2025-11-26,Suite,Early Bird (> 30 days) + Member,1790496.4,3,2,Direct,Confirmed,5371489.199999999
BKG05736,2024-12-31,2025-11-23,2025-11-26,Suite,Early Bird (> 30 days),2092415.24,3,1,OTA,Confirmed,6277245.72
BKG05737,2024-12-31,2025-11-23,2025-11-26,Suite,Early Bird (> 30 days),2171457.97,3,1,Website,Confirmed,6514373.91
BKG05738,2024-12-31,2025-11-24,2025-11-30,Standard,Early Bird (> 30 days),1211834.64,6,3,OTA,Confirmed,7271007.84
BKG05739,2024-12-31,2025-11-24,2025-11-29,Standard,Early Bird (> 30 days),1150923.5,5,2,OTA,Confirmed,5754617.5
BKG05740,2024-12-31,2025-11-24,2025-11-26,Standard,Early Bird (> 30 days),1154329.0,2,2,OTA,Cancelled,0.0
BKG05741,2024-12-31,2025-11-24,2025-11-26,Standard,Early Bird (> 30 days),1143805.8,2,3,Direct,Confirmed,2287611.6
BKG05742,2024-12-31,2025-11-24,2025-11-29,Standard,Early Bird (> 30 days) + Member,1026703.11,5,2,Direct,Confirmed,5133515.55
BKG05743,2024-12-31,2025-11-24,2025-11-29,Standard,Early Bird (> 30 days),1168135.2,5,2,Website,Confirmed,5840676.0
BKG05744,2024-12-31,2025-11-24,2025-11-27,Standard,Early Bird (> 30 days) + Member,1025994.91,3,3,Direct,Confirmed,3077984.73
BKG05745,2024-12-31,2025-11-24,2025-11-27,Standard,Early Bird (> 30 days) + Member,1060649.79,3,2,Direct,Confirmed,3181949.37
BKG05746,2024-12-31,2025-11-24,2025-11-26,Standard,Early Bird (> 30 days),1210762.43,2,1,Website,Confirmed,2421524.86
BKG05747,2024-12-31,2025-11-24,2025-11-28,Standard,Early Bird (> 30 days) + Member,1032036.91,4,1,Direct,Confirmed,4128147.64
BKG05748,2024-12-31,2025-11-24,2025-11-28,Standard,Early Bird (> 30 days),1209121.32,4,2,OTA,Confirmed,4836485.28
BKG05749,2024-12-31,2025-11-24,2025-11-27,Standard,Early Bird (> 30 days),1230815.07,3,1,Direct,Confirmed,3692445.21
BKG05750,2024-12-31,2025-11-24,2025-11-26,Standard,Early Bird (> 30 days),1152463.67,2,2,OTA,Confirmed,2304927.34
BKG05751,2024-12-31,2025-11-24,2025-11-28,Standard,Early Bird (> 30 days) + Member,1030960.63,4,3,Direct,Confirmed,4123842.52
BKG05752,2024-12-31,2025-11-24,2025-11-25,Standard,Early Bird (> 30 days),1134749.26,1,3,Website,Confirmed,1134749.26
BKG05753,2024-12-31,2025-11-24,2025-11-26,Standard,Early Bird (> 30 days),1175805.28,2,3,Website,Confirmed,2351610.56
BKG05754,2024-12-31,2025-11-24,2025-11-28,Standard,Early Bird (> 30 days),1187328.36,4,1,Direct,Confirmed,4749313.44
BKG05755,2024-12-31,2025-11-24,2025-11-28,Standard,Early Bird (> 30 days) + Member,1091525.71,4,3,Direct,Confirmed,4366102.84
BKG05756,2024-12-31,2025-11-24,2025-11-29,Standard,Early Bird (> 30 days),1161640.52,5,3,OTA,Confirmed,5808202.6
BKG05757,2024-12-31,2025-11-24,2025-11-25,Deluxe,Early Bird (> 30 days) + Member,1231648.74,1,2,Website,Confirmed,1231648.74
BKG05758,2024-12-31,2025-11-24,2025-11-28,Deluxe,Early Bird (> 30 days) + Member,1270610.67,4,3,Direct,Confirmed,5082442.68
BKG05759,2024-12-31,2025-11-24,2025-11-29,Deluxe,Early Bird (> 30 days) + Member,1158082.87,5,2,Direct,Confirmed,5790414.350000001
BKG05760,2024-12-31,2025-11-24,2025-11-27,Deluxe,Early Bird (> 30 days) + Member,1242275.07,3,1,Direct,Cancelled,0.0
BKG05761,2024-12-31,2025-11-24,2025-11-28,Deluxe,Early Bird (> 30 days),1389775.45,4,1,OTA,Confirmed,5559101.8
BKG05762,2024-12-31,2025-11-24,2025-11-25,Deluxe,Early Bird (> 30 days),1324893.5,1,2,OTA,Confirmed,1324893.5
BKG05763,2024-12-31,2025-11-24,2025-11-28,Suite,Early Bird (> 30 days),2054291.85,4,3,OTA,Confirmed,8217167.4
BKG05764,2024-12-31,2025-11-25,2025-11-26,Deluxe,Early Bird (> 30 days),1383040.32,1,3,Website,Confirmed,1383040.32
BKG05765,2024-12-31,2025-11-25,2025-11-29,Deluxe,Early Bird (> 30 days),1348403.62,4,1,OTA,Confirmed,5393614.48
BKG05766,2024-12-31,2025-11-25,2025-11-28,Deluxe,Early Bird (> 30 days) + Member,1200956.99,3,3,Website,Confirmed,3602870.9699999997
BKG05767,2024-12-31,2025-11-25,2025-11-26,Suite,Early Bird (> 30 days),2125314.32,1,1,Website,Confirmed,2125314.32
BKG05768,2024-12-31,2025-11-25,2025-11-26,Suite,Early Bird (> 30 days),2128217.33,1,1,Website,Confirmed,2128217.33
BKG05769,2024-12-31,2025-11-25,2025-11-29,Suite,Early Bird (> 30 days),2055455.12,4,2,OTA,Confirmed,8221820.48
BKG05770,2024-12-31,2025-11-26,2025-11-30,Standard,Early Bird (> 30 days),1201695.85,4,3,Website,Confirmed,4806783.4
BKG05771,2024-12-31,2025-11-26,2025-11-27,Standard,Early Bird (> 30 days),1170842.84,1,1,OTA,Confirmed,1170842.84
BKG05772,2024-12-31,2025-11-26,2025-11-28,Standard,Early Bird (> 30 days),1149082.5,2,2,OTA,Confirmed,2298165.0
BKG05773,2024-12-31,2025-11-26,2025-11-28,Standard,Early Bird (> 30 days),1235156.1,2,2,OTA,Confirmed,2470312.2
BKG05774,2024-12-31,2025-11-26,2025-11-30,Standard,Early Bird (> 30 days),1162347.82,4,1,Walk-in,Confirmed,4649391.28
BKG05775,2024-12-31,2025-11-26,2025-11-29,Standard,Early Bird (> 30 days),1251261.3,3,2,Website,Confirmed,3753783.9000000004
BKG05776,2024-12-31,2025-11-26,2025-11-29,Standard,Early Bird (> 30 days),1162199.46,3,3,Walk-in,Confirmed,3486598.38
BKG05777,2024-12-31,2025-11-26,2025-11-27,Standard,Early Bird (> 30 days) + Member,1078801.68,1,3,Website,Confirmed,1078801.68
BKG05778,2024-12-31,2025-11-26,2025-12-01,Standard,Early Bird (> 30 days),1154684.98,5,2,OTA,Confirmed,5773424.9
BKG05779,2024-12-31,2025-11-26,2025-12-01,Standard,Early Bird (> 30 days) + Member,1039313.42,5,1,Website,Confirmed,5196567.100000001
BKG05780,2024-12-31,2025-11-26,2025-12-01,Standard,Early Bird (> 30 days),1148231.25,5,1,Walk-in,Confirmed,5741156.25
BKG05781,2024-12-31,2025-11-26,2025-11-29,Standard,Early Bird (> 30 days) + Member,1118988.11,3,1,Website,Confirmed,3356964.33
BKG05782,2024-12-31,2025-11-26,2025-11-30,Standard,Early Bird (> 30 days),1247407.94,4,1,Walk-in,Confirmed,4989631.76
BKG05783,2024-12-31,2025-11-26,2025-11-30,Standard,Early Bird (> 30 days),1144398.18,4,2,Walk-in,Confirmed,4577592.72
BKG05784,2024-12-31,2025-11-26,2025-11-30,Standard,Early Bird (> 30 days) + Member,1084026.84,4,3,Direct,Confirmed,4336107.36
BKG05785,2024-12-31,2025-11-26,2025-11-29,Standard,Early Bird (> 30 days),1175728.13,3,2,Website,Confirmed,3527184.3899999997
BKG05786,2024-12-31,2025-11-26,2025-11-27,Standard,Early Bird (> 30 days),1181170.77,1,2,Website,Confirmed,1181170.77
BKG05787,2024-12-31,2025-11-26,2025-11-30,Standard,Early Bird (> 30 days),1166482.8,4,2,Website,Confirmed,4665931.2
BKG05788,2024-12-31,2025-11-26,2025-12-01,Standard,Early Bird (> 30 days),1134195.06,5,3,OTA,Confirmed,5670975.300000001
BKG05789,2024-12-31,2025-11-26,2025-12-01,Deluxe,Early Bird (> 30 days) + Member,1270903.41,5,2,Website,Confirmed,6354517.05
BKG05790,2024-12-31,2025-11-26,2025-11-28,Deluxe,Early Bird (> 30 days),1385479.96,2,3,OTA,Confirmed,2770959.92
BKG05791,2024-12-31,2025-11-26,2025-11-29,Suite,Early Bird (> 30 days),2135200.43,3,1,Website,Confirmed,6405601.290000001
BKG05792,2024-12-31,2025-11-26,2025-12-01,Suite,Early Bird (> 30 days) + Member,1820005.41,5,1,Walk-in,Confirmed,9100027.049999999
BKG05793,2024-12-31,2025-11-26,2025-12-01,Suite,Early Bird (> 30 days),2088938.47,5,1,Website,Confirmed,10444692.35
BKG05794,2024-12-31,2025-11-26,2025-11-30,Suite,Early Bird (> 30 days) + Member,1788661.15,4,2,Direct,Confirmed,7154644.6
BKG05795,2024-12-31,2025-11-26,2025-11-28,Suite,Early Bird (> 30 days),2062430.43,2,2,Walk-in,Confirmed,4124860.86
BKG05796,2024-12-31,2025-11-26,2025-11-28,Suite,Early Bird (> 30 days) + Member,1893885.04,2,3,Website,Confirmed,3787770.08
BKG05797,2024-12-31,2025-11-27,2025-12-01,Standard,Early Bird (> 30 days) + Member,1032462.99,4,3,Walk-in,Cancelled,0.0
BKG05798,2024-12-31,2025-11-27,2025-12-02,Standard,Early Bird (> 30 days) + Member,1028756.56,5,1,Direct,Cancelled,0.0
BKG05799,2024-12-31,2025-11-27,2025-11-28,Standard,Early Bird (> 30 days),1160340.75,1,1,Website,Confirmed,1160340.75
BKG05800,2024-12-31,2025-11-27,2025-11-28,Standard,Early Bird (> 30 days),1163024.88,1,2,OTA,Confirmed,1163024.88
BKG05801,2024-12-31,2025-11-27,2025-11-29,Standard,Early Bird (> 30 days),1161535.61,2,1,Direct,Cancelled,0.0
BKG05802,2024-12-31,2025-11-27,2025-12-01,Standard,Early Bird (> 30 days) + Member,1120077.04,4,3,Website,Confirmed,4480308.16
BKG05803,2024-12-31,2025-11-27,2025-12-03,Standard,Early Bird (> 30 days),1230664.05,6,1,Direct,Confirmed,7383984.300000001
BKG05804,2024-12-31,2025-11-27,2025-11-30,Standard,Early Bird (> 30 days),1242357.0,3,3,OTA,Confirmed,3727071.0
BKG05805,2024-12-31,2025-11-27,2025-12-01,Standard,Early Bird (> 30 days),1162151.82,4,3,OTA,Cancelled,0.0
BKG05806,2024-12-31,2025-11-27,2025-12-01,Standard,Early Bird (> 30 days),1220013.17,4,1,OTA,Cancelled,0.0
BKG05807,2024-12-31,2025-11-27,2025-12-01,Standard,Early Bird (> 30 days),1244562.22,4,2,Direct,Confirmed,4978248.88
BKG05808,2024-12-31,2025-11-27,2025-12-03,Deluxe,Early Bird (> 30 days),1329268.87,6,2,Website,Confirmed,7975613.220000001
BKG05809,2024-12-31,2025-11-27,2025-12-01,Deluxe,Early Bird (> 30 days) + Member,1153760.97,4,1,Direct,Confirmed,4615043.88
BKG05810,2024-12-31,2025-11-27,2025-11-28,Deluxe,Early Bird (> 30 days),1360067.84,1,3,Website,Confirmed,1360067.84
BKG05811,2024-12-31,2025-11-27,2025-12-03,Deluxe,Early Bird (> 30 days) + Member,1225693.82,6,3,Walk-in,Confirmed,7354162.92
BKG05812,2024-12-31,2025-11-27,2025-11-29,Deluxe,Early Bird (> 30 days) + Member,1203273.65,2,3,Website,Confirmed,2406547.3
BKG05813,2024-12-31,2025-11-27,2025-12-01,Suite,Early Bird (> 30 days),1982276.5,4,2,OTA,Cancelled,0.0
BKG05814,2024-12-31,2025-11-28,2025-12-03,Standard,Early Bird (> 30 days),1185411.86,5,1,OTA,Confirmed,5927059.300000001
BKG05815,2024-12-31,2025-11-28,2025-12-02,Standard,Early Bird (> 30 days),1223916.52,4,2,Direct,Confirmed,4895666.08
BKG05816,2024-12-31,2025-11-28,2025-12-02,Standard,Early Bird (> 30 days) + Member,1067609.71,4,3,Website,Confirmed,4270438.84
BKG05817,2024-12-31,2025-11-28,2025-11-29,Standard,Early Bird (> 30 days) + Member,1041283.34,1,3,Direct,Confirmed,1041283.34
BKG05818,2024-12-31,2025-11-28,2025-12-01,Standard,Early Bird (> 30 days),1240432.69,3,2,Website,Confirmed,3721298.07
BKG05819,2024-12-31,2025-11-28,2025-12-05,Standard,Early Bird (> 30 days),1249532.45,7,2,Direct,Confirmed,8746727.15
BKG05820,2024-12-31,2025-11-28,2025-12-02,Standard,Early Bird (> 30 days),1170050.71,4,2,OTA,Confirmed,4680202.84
BKG05821,2024-12-31,2025-11-28,2025-12-03,Standard,Early Bird (> 30 days),1166577.48,5,2,OTA,Confirmed,5832887.4
BKG05822,2024-12-31,2025-11-28,2025-12-01,Standard,Early Bird (> 30 days),1173748.09,3,1,Direct,Confirmed,3521244.2700000005
BKG05823,2024-12-31,2025-11-28,2025-12-03,Standard,Early Bird (> 30 days),1166828.48,5,2,OTA,Confirmed,5834142.4
BKG05824,2024-12-31,2025-11-28,2025-12-02,Standard,Early Bird (> 30 days),1218938.07,4,1,Website,Confirmed,4875752.28
BKG05825,2024-12-31,2025-11-28,2025-12-01,Standard,Early Bird (> 30 days),1199494.51,3,1,OTA,Confirmed,3598483.5300000003
BKG05826,2024-12-31,2025-11-28,2025-12-01,Standard,Early Bird (> 30 days),1158705.85,3,3,Website,Confirmed,3476117.5500000003
BKG05827,2024-12-31,2025-11-28,2025-12-02,Standard,Early Bird (> 30 days) + Member,1047925.13,4,2,OTA,Confirmed,4191700.52
BKG05828,2024-12-31,2025-11-28,2025-12-02,Standard,Early Bird (> 30 days) + Member,1096300.83,4,1,Direct,Confirmed,4385203.32
BKG05829,2024-12-31,2025-11-28,2025-11-29,Standard,Early Bird (> 30 days),1238006.65,1,1,Walk-in,Confirmed,1238006.65
BKG05830,2024-12-31,2025-11-28,2025-12-02,Standard,Early Bird (> 30 days) + Member,1056715.42,4,3,Direct,Confirmed,4226861.68
BKG05831,2024-12-31,2025-11-28,2025-11-30,Standard,Early Bird (> 30 days) + Member,1053779.55,2,2,Walk-in,Confirmed,2107559.1
BKG05832,2024-12-31,2025-11-28,2025-12-01,Deluxe,Early Bird (> 30 days) + Member,1181834.31,3,3,Direct,Confirmed,3545502.93
BKG05833,2024-12-31,2025-11-28,2025-12-04,Deluxe,Early Bird (> 30 days),1407188.3,6,3,OTA,Cancelled,0.0
BKG05834,2024-12-31,2025-11-28,2025-12-02,Deluxe,Early Bird (> 30 days),1412511.12,4,3,Website,Confirmed,5650044.48
BKG05835,2024-12-31,2025-11-28,2025-11-30,Deluxe,Early Bird (> 30 days) + Member,1182734.27,2,2,Direct,Confirmed,2365468.54
BKG05836,2024-12-31,2025-11-28,2025-11-30,Deluxe,Early Bird (> 30 days) + Member,1154822.38,2,3,OTA,Confirmed,2309644.76
BKG05837,2024-12-31,2025-11-28,2025-12-02,Suite,Early Bird (> 30 days),2065116.59,4,2,Walk-in,Confirmed,8260466.36
BKG05838,2024-12-31,2025-11-29,2025-12-04,Standard,Early Bird (> 30 days),1208851.49,5,3,OTA,Confirmed,6044257.45
BKG05839,2024-12-31,2025-11-29,2025-12-01,Standard,Early Bird (> 30 days),1243559.99,2,1,OTA,Cancelled,0.0
BKG05840,2024-12-31,2025-11-29,2025-12-01,Standard,Early Bird (> 30 days),1194571.27,2,3,Direct,Confirmed,2389142.54
BKG05841,2024-12-31,2025-11-29,2025-12-02,Standard,Early Bird (> 30 days) + Member,1048838.51,3,2,Direct,Confirmed,3146515.5300000003
BKG05842,2024-12-31,2025-11-29,2025-12-02,Standard,Early Bird (> 30 days),1221863.29,3,3,OTA,Cancelled,0.0
BKG05843,2024-12-31,2025-11-29,2025-12-02,Standard,Early Bird (> 30 days),1202840.08,3,3,Direct,Confirmed,3608520.24
BKG05844,2024-12-31,2025-11-29,2025-12-03,Standard,Early Bird (> 30 days),1207021.16,4,2,Walk-in,Confirmed,4828084.64
BKG05845,2024-12-31,2025-11-29,2025-12-03,Standard,Early Bird (> 30 days),1201453.44,4,1,OTA,Confirmed,4805813.76
BKG05846,2024-12-31,2025-11-29,2025-12-03,Standard,Early Bird (> 30 days),1245387.14,4,1,OTA,Confirmed,4981548.56
BKG05847,2024-12-31,2025-11-29,2025-12-03,Standard,Early Bird (> 30 days),1220460.5,4,3,OTA,Confirmed,4881842.0
BKG05848,2024-12-31,2025-11-29,2025-12-02,Standard,Early Bird (> 30 days),1249370.1,3,3,Direct,Confirmed,3748110.3000000003
BKG05849,2024-12-31,2025-11-29,2025-11-30,Standard,Early Bird (> 30 days),1243741.14,1,1,Website,Confirmed,1243741.14
BKG05850,2024-12-31,2025-11-29,2025-12-02,Deluxe,Early Bird (> 30 days),1351662.61,3,1,OTA,Confirmed,4054987.83
BKG05851,2024-12-31,2025-11-29,2025-12-02,Deluxe,Early Bird (> 30 days),1399629.5,3,1,Direct,Confirmed,4198888.5
BKG05852,2024-12-31,2025-11-29,2025-11-30,Deluxe,Early Bird (> 30 days),1294096.33,1,2,Direct,Confirmed,1294096.33
BKG05853,2024-12-31,2025-11-29,2025-12-02,Deluxe,Early Bird (> 30 days),1341380.75,3,2,Website,Confirmed,4024142.25
BKG05854,2024-12-31,2025-11-29,2025-12-04,Deluxe,Early Bird (> 30 days) + Member,1211766.93,5,2,Website,Confirmed,6058834.649999999
BKG05855,2024-12-31,2025-11-29,2025-12-03,Suite,Early Bird (> 30 days),2164190.94,4,1,OTA,Confirmed,8656763.76
BKG05856,2024-12-31,2025-11-30,2025-12-01,Standard,Early Bird (> 30 days),1193598.6,1,1,OTA,Confirmed,1193598.6
BKG05857,2024-12-31,2025-11-30,2025-12-04,Standard,Early Bird (> 30 days),1216091.64,4,1,OTA,Confirmed,4864366.56
BKG05858,2024-12-31,2025-11-30,2025-12-01,Standard,Early Bird (> 30 days) + Member,1030026.45,1,1,Direct,Confirmed,1030026.45
BKG05859,2024-12-31,2025-11-30,2025-12-04,Standard,Early Bird (> 30 days),1202817.81,4,3,OTA,Confirmed,4811271.24
BKG05860,2024-12-31,2025-11-30,2025-12-04,Standard,Early Bird (> 30 days) + Member,1059965.85,4,2,Direct,Confirmed,4239863.4
BKG05861,2024-12-31,2025-11-30,2025-12-05,Standard,Early Bird (> 30 days),1208659.95,5,2,Walk-in,Confirmed,6043299.75
BKG05862,2024-12-31,2025-11-30,2025-12-05,Standard,Early Bird (> 30 days),1244960.76,5,3,Website,Confirmed,6224803.8
BKG05863,2024-12-31,2025-11-30,2025-12-04,Standard,Early Bird (> 30 days) + Member,1031604.34,4,2,Website,Confirmed,4126417.36
BKG05864,2024-12-31,2025-11-30,2025-12-03,Standard,Early Bird (> 30 days),1136255.28,3,2,Direct,Confirmed,3408765.84
BKG05865,2024-12-31,2025-11-30,2025-12-03,Deluxe,Early Bird (> 30 days),1379867.12,3,1,Direct,Confirmed,4139601.3600000003
BKG05866,2024-12-31,2025-11-30,2025-12-04,Deluxe,Early Bird (> 30 days),1297973.69,4,1,OTA,Cancelled,0.0
BKG05867,2024-12-31,2025-11-30,2025-12-05,Deluxe,Early Bird (> 30 days),1326287.05,5,1,Direct,Confirmed,6631435.25
BKG05868,2024-12-31,2025-11-30,2025-12-02,Suite,Early Bird (> 30 days),2055196.31,2,3,OTA,Cancelled,0.0
BKG05869,2024-12-31,2025-11-30,2025-12-03,Suite,Early Bird (> 30 days),1994492.87,3,2,OTA,Confirmed,5983478.61
BKG05870,2024-12-31,2025-11-30,2025-12-04,Suite,Early Bird (> 30 days),2005705.53,4,2,Website,Confirmed,8022822.12
BKG05871,2024-12-31,2025-12-01,2025-12-04,Standard,Early Bird (> 30 days) + Member,1050481.5,3,1,Direct,Confirmed,3151444.5
BKG05872,2024-12-31,2025-12-01,2025-12-03,Standard,Early Bird (> 30 days) + Member,1117830.95,2,2,OTA,Confirmed,2235661.9
BKG05873,2024-12-31,2025-12-01,2025-12-05,Standard,Early Bird (> 30 days) + Member,1065852.09,4,3,Direct,Confirmed,4263408.36
BKG05874,2024-12-31,2025-12-01,2025-12-05,Standard,Early Bird (> 30 days),1164247.18,4,1,OTA,Confirmed,4656988.72
BKG05875,2024-12-31,2025-12-01,2025-12-05,Standard,Early Bird (> 30 days) + Member,1056818.89,4,2,Website,Confirmed,4227275.56
BKG05876,2024-12-31,2025-12-01,2025-12-03,Standard,Early Bird (> 30 days) + Member,1063030.61,2,3,Website,Confirmed,2126061.22
BKG05877,2024-12-31,2025-12-01,2025-12-05,Standard,Early Bird (> 30 days),1149741.56,4,2,OTA,Confirmed,4598966.24
BKG05878,2024-12-31,2025-12-01,2025-12-07,Standard,Early Bird (> 30 days),1207336.87,6,3,Direct,Confirmed,7244021.220000001
BKG05879,2024-12-31,2025-12-01,2025-12-05,Standard,Early Bird (> 30 days),1187302.08,4,2,Walk-in,Confirmed,4749208.32
BKG05880,2024-12-31,2025-12-01,2025-12-05,Standard,Early Bird (> 30 days) + Member,1116570.86,4,2,Direct,Confirmed,4466283.44
BKG05881,2024-12-31,2025-12-01,2025-12-05,Standard,Early Bird (> 30 days),1195552.41,4,2,Website,Confirmed,4782209.64
